Shipment_ID,Order_ID,Customer_Name,Source_City,Destination_City,Shipment_Date,Delivery_Date,Transport_Mode,Weight_kg,Distance_km,Vendor,Cost,Selling_Price,Delivery_Status,Damage_Flag,Delivery_Time_Days,Return_Reason,Driver_Rating,Vehicle_Type,Fuel_Consumption_Litres
12854,5201,Vikram,Coimbatore,Unknown,2021-09-04,2023-02-20,Sea,-5.0,100.0,BlueDart,-100.0,0.0,Delivered,,4.0,Late,5.0,Unknown,-10.0
12855,7497,John,Coimbatore,Coimbatore,2022-07-01,2022-11-11,Unknown,0.0,150.0,ABC Logistics,200.0,0.0,Delayed,,1.0,Late,2.0,Mini Van,25.0
12856,6842,Sita,Chennai,,2021-11-10,2022-12-04,,20.0,200.0,FedEx,200.0,1200.0,Returned,1.0,-1.0,NULL,4.0,Container,10.0
12857,14101,NaN,Bangalore,Pune,2021-11-03,2021-09-20,Rail,10.0,,,1000.0,1600.0,,0.0,6.0,NaN,2.0,Truck,-10.0
12858,9658,NULL,Mumbai,Delhi,2022-03-10,2021-04-25,Road,25.0,50.0,Gati,,,Returned,,3.0,Damaged,,Mini Van,-10.0
12859,12544,Sita,,,2021-10-21,2021-12-10,Unknown,10.0,200.0,BlueDart,,300.0,Cancelled,0.0,8.0,,4.0,,20.0
12860,12718,NULL,Hyderabad,Coimbatore,2021-11-09,2021-04-23,Sea,20.0,200.0,DHL,0.0,1200.0,Unknown,1.0,,Damaged,3.0,Container,15.0
12861,5770,Vikram,Kolkata,Unknown,2022-02-24,2023-03-31,Unknown,10.0,50.0,ABC Logistics,1000.0,300.0,Cancelled,,10.0,,4.0,Truck,25.0
12862,8155,John,Pune,,2021-07-23,2022-08-31,Sea,25.0,-20.0,Unknown,800.0,0.0,Cancelled,,5.0,NaN,5.0,Truck,20.0
12863,6628,,Coimbatore,Unknown,2022-04-08,2022-11-26,Unknown,30.0,,ABC Logistics,500.0,700.0,Unknown,1.0,9.0,Damaged,4.0,Container,10.0
12864,5386,Vikram,Pune,Coimbatore,2022-01-06,2021-03-27,,5.0,150.0,FedEx,800.0,0.0,,1.0,9.0,Damaged,0.0,Mini Van,-10.0
12865,11031,NULL,Hyderabad,Kolkata,2021-07-06,2022-10-23,Rail,0.0,400.0,FedEx,800.0,0.0,In Transit,0.0,,Late,5.0,Unknown,20.0
12866,11439,Aisha,Kolkata,Mumbai,2022-09-13,2021-05-07,Road,10.0,300.0,BlueDart,500.0,300.0,Returned,0.0,2.0,Damaged,5.0,Truck,20.0
12867,11401,Sita,Delhi,,2021-06-27,2022-10-01,,25.0,-20.0,BlueDart,200.0,1600.0,Returned,1.0,5.0,Damaged,4.0,Container,15.0
12868,9008,Vikram,Unknown,,2021-11-09,2021-06-15,Rail,0.0,-20.0,ABC Logistics,1500.0,,,1.0,7.0,NaN,0.0,Container,30.0
12869,7466,NULL,Mumbai,Unknown,2022-05-23,2023-06-02,Road,25.0,200.0,BlueDart,500.0,0.0,Unknown,1.0,7.0,,5.0,Unknown,10.0
12870,7282,NaN,Chennai,Unknown,2021-11-29,2022-07-17,Unknown,15.0,150.0,FedEx,1500.0,,Cancelled,,10.0,Late,5.0,Bike,15.0
12871,6856,Sita,Pune,,2022-01-03,2022-08-08,Road,30.0,300.0,ABC Logistics,-100.0,2000.0,Delayed,1.0,3.0,Damaged,,Container,15.0
12872,12980,NaN,Coimbatore,Unknown,2022-12-28,2022-10-08,Air,5.0,,ABC Logistics,200.0,1600.0,Cancelled,,7.0,Late,3.0,Truck,15.0
12873,6998,NULL,Bangalore,Hyderabad,2023-01-01,2022-04-08,Road,5.0,200.0,Unknown,500.0,700.0,In Transit,1.0,7.0,Late,0.0,Bike,30.0
12874,10476,John,Pune,Hyderabad,2021-07-24,2021-10-23,Rail,0.0,150.0,DHL,1000.0,,,,4.0,Wrong Item,1.0,Truck,30.0
12875,14428,Ram,Kolkata,Kolkata,2021-03-30,2021-06-19,,,200.0,DHL,800.0,300.0,Unknown,0.0,,,3.0,Mini Van,-10.0
12876,9669,NaN,Delhi,Kolkata,2021-01-23,2022-08-30,,15.0,-20.0,BlueDart,500.0,1200.0,Delayed,0.0,7.0,Wrong Item,1.0,Mini Van,25.0
12877,14342,Vikram,Mumbai,Kolkata,2023-05-12,2022-05-29,Air,0.0,150.0,BlueDart,500.0,0.0,Returned,,8.0,Late,1.0,Truck,25.0
12878,9318,,Bangalore,Delhi,2022-05-27,2021-05-15,Rail,0.0,-20.0,FedEx,200.0,1600.0,In Transit,0.0,3.0,NaN,3.0,,10.0
12879,12064,Vikram,Unknown,Delhi,2021-02-10,2021-10-12,Road,5.0,,FedEx,1000.0,,In Transit,0.0,2.0,NaN,5.0,,
12880,12446,Sita,Kolkata,Bangalore,2022-02-21,2021-07-25,Air,,400.0,DHL,500.0,1200.0,,,9.0,Damaged,,,10.0
12881,6431,John,Delhi,Pune,2022-08-02,2022-03-28,Unknown,10.0,,ABC Logistics,-100.0,300.0,Delayed,1.0,-1.0,,0.0,Truck,30.0
12882,10624,NULL,Bangalore,Mumbai,2021-08-10,2023-03-23,Sea,10.0,100.0,Gati,1000.0,,Cancelled,1.0,-1.0,NULL,3.0,Container,30.0
12883,12461,Aisha,Unknown,Hyderabad,2022-10-28,2022-08-22,Unknown,10.0,100.0,,1500.0,700.0,Cancelled,,7.0,,5.0,Bike,30.0
12884,6819,,Pune,Coimbatore,2021-07-25,2023-04-17,Rail,25.0,,,500.0,0.0,Delivered,0.0,1.0,Wrong Item,3.0,Container,-10.0
12885,6130,John,Kolkata,Mumbai,2023-03-25,2022-04-26,Air,,50.0,Unknown,-100.0,0.0,Delayed,1.0,10.0,,3.0,Unknown,15.0
12886,11563,NaN,,Mumbai,2023-03-12,2022-09-04,,20.0,300.0,Gati,1000.0,1600.0,Cancelled,1.0,10.0,Damaged,,Truck,30.0
12887,7658,NaN,Unknown,Coimbatore,2022-05-09,2022-08-19,Air,20.0,,Unknown,800.0,1200.0,In Transit,0.0,9.0,,2.0,Unknown,15.0
12888,8500,Vikram,Delhi,Chennai,2022-05-19,2022-03-16,Sea,-5.0,,BlueDart,200.0,,,,5.0,NULL,4.0,Unknown,15.0
12889,13566,Aisha,,,2023-04-09,2021-07-15,Rail,-5.0,200.0,,,0.0,Cancelled,,2.0,NaN,3.0,Container,10.0
12890,7120,John,,Pune,2021-06-09,2021-10-09,Air,,200.0,Unknown,1000.0,1600.0,,1.0,7.0,Wrong Item,4.0,Unknown,-10.0
12891,9020,Ram,Chennai,Bangalore,2021-02-04,2022-04-14,Unknown,20.0,150.0,,200.0,,Cancelled,,9.0,Wrong Item,5.0,Mini Van,20.0
12892,8259,,Delhi,Kolkata,2023-02-08,2022-01-31,Road,0.0,300.0,Gati,,1600.0,,0.0,3.0,Late,2.0,Bike,25.0
12893,6823,Sita,,Coimbatore,2022-01-01,2022-07-03,Unknown,15.0,-20.0,Unknown,-100.0,1200.0,In Transit,,4.0,Wrong Item,,Truck,25.0
12894,6474,John,Pune,Delhi,2022-09-24,2022-04-15,Rail,15.0,200.0,Gati,500.0,700.0,Delayed,,9.0,NULL,2.0,Bike,-10.0
12895,7242,John,Kolkata,Kolkata,2022-04-03,2022-07-23,Air,,300.0,DHL,500.0,1600.0,Delivered,,2.0,NULL,1.0,,10.0
12896,8243,Ram,Kolkata,Unknown,2021-10-17,2022-12-21,Unknown,-5.0,,ABC Logistics,1500.0,700.0,,,4.0,NaN,0.0,,10.0
12897,11990,Vikram,Pune,Coimbatore,2022-02-18,2021-05-25,Air,20.0,300.0,FedEx,200.0,700.0,Cancelled,0.0,5.0,Wrong Item,0.0,Mini Van,30.0
12898,10160,NULL,Chennai,Kolkata,2021-09-05,2021-01-14,Unknown,20.0,100.0,DHL,800.0,0.0,,,4.0,NaN,,Truck,30.0
12899,8134,NULL,Mumbai,,2023-02-17,2022-02-06,Rail,5.0,-20.0,,0.0,0.0,,1.0,7.0,,0.0,,30.0
12900,7070,,Chennai,,2021-11-19,2023-01-13,,5.0,200.0,FedEx,800.0,300.0,Cancelled,,6.0,NULL,,Bike,15.0
12901,5359,,Kolkata,,2022-09-19,2022-02-16,Unknown,15.0,200.0,DHL,1000.0,,Unknown,1.0,9.0,Wrong Item,4.0,Bike,15.0
12902,6141,Sita,Mumbai,Kolkata,2022-11-22,2021-05-25,Road,,50.0,DHL,800.0,1200.0,Cancelled,0.0,,Wrong Item,2.0,Mini Van,30.0
12903,6635,John,Chennai,,2021-08-26,2021-02-07,Unknown,-5.0,300.0,Gati,,300.0,Delayed,,4.0,,5.0,Unknown,-10.0
12904,9000,Aisha,,Hyderabad,2023-05-14,2022-06-13,Rail,20.0,150.0,FedEx,200.0,2000.0,In Transit,1.0,,NaN,1.0,,15.0
12905,8361,John,Mumbai,Delhi,2022-09-07,2021-05-09,Unknown,10.0,-20.0,DHL,500.0,0.0,In Transit,,9.0,Wrong Item,2.0,Container,10.0
12906,11583,NULL,Kolkata,Bangalore,2023-01-01,2021-09-28,Road,30.0,100.0,Gati,200.0,,In Transit,,1.0,Damaged,5.0,,30.0
12907,12835,Sita,Pune,Coimbatore,2023-04-20,2021-05-24,Road,30.0,,BlueDart,200.0,300.0,In Transit,1.0,-1.0,Late,4.0,Mini Van,25.0
12908,5006,John,Coimbatore,Mumbai,2021-11-20,2022-02-26,Rail,-5.0,50.0,FedEx,500.0,1600.0,In Transit,0.0,6.0,NULL,5.0,,25.0
12909,8267,Ram,,Kolkata,2022-07-06,2023-06-05,Air,20.0,100.0,Unknown,,1600.0,Unknown,0.0,7.0,,5.0,Truck,
12910,11564,NULL,,Kolkata,2022-11-09,2022-05-05,Unknown,0.0,150.0,DHL,-100.0,1600.0,In Transit,0.0,9.0,,0.0,Mini Van,15.0
12911,14783,John,Coimbatore,Delhi,2023-02-15,2021-02-23,,15.0,50.0,,200.0,2000.0,Cancelled,0.0,1.0,Late,0.0,Container,25.0
12912,9928,John,Unknown,Chennai,2021-01-05,2023-06-11,Road,10.0,100.0,BlueDart,800.0,700.0,Cancelled,0.0,,Damaged,5.0,Bike,30.0
12913,7606,NULL,Hyderabad,Pune,2023-04-22,2021-11-06,Road,-5.0,150.0,Gati,1000.0,0.0,In Transit,0.0,-1.0,Late,3.0,,-10.0
12914,10906,Aisha,Bangalore,Unknown,2022-01-15,2022-12-23,Unknown,30.0,400.0,DHL,0.0,1600.0,In Transit,,-1.0,Wrong Item,,Unknown,25.0
12915,8273,NULL,Delhi,Coimbatore,2022-12-17,2021-09-11,Air,0.0,50.0,,1000.0,,Delayed,,1.0,NaN,2.0,Bike,10.0
12916,12611,Ram,Chennai,Chennai,2023-01-06,2022-03-06,Unknown,-5.0,150.0,Gati,200.0,,,1.0,2.0,,5.0,Mini Van,15.0
12917,5913,Ram,Hyderabad,Unknown,2023-03-19,2021-11-22,Rail,5.0,50.0,Gati,,0.0,Delayed,0.0,6.0,NaN,1.0,Bike,25.0
12918,7011,John,Chennai,Pune,2022-04-04,2023-04-01,,5.0,200.0,Unknown,500.0,300.0,Returned,0.0,3.0,NaN,3.0,Unknown,15.0
12919,6442,,Hyderabad,Mumbai,2023-02-07,2022-05-23,Unknown,25.0,200.0,,1500.0,700.0,Cancelled,0.0,,NaN,5.0,Unknown,10.0
12920,10546,Aisha,Mumbai,Kolkata,2022-08-08,2021-01-08,Road,-5.0,100.0,Gati,,300.0,Unknown,1.0,6.0,NaN,5.0,Unknown,25.0
12921,6829,John,Pune,,2021-02-12,2021-09-11,Road,,-20.0,FedEx,200.0,300.0,In Transit,,2.0,Wrong Item,,Unknown,
12922,13767,NULL,Delhi,Delhi,2021-10-19,2022-11-17,Rail,,300.0,Unknown,200.0,1600.0,Unknown,,10.0,,2.0,Truck,30.0
12923,11468,John,Delhi,Coimbatore,2021-06-11,2021-02-04,Air,10.0,400.0,BlueDart,1500.0,300.0,,0.0,6.0,NaN,0.0,Unknown,20.0
12924,5929,Sita,Chennai,Delhi,2022-12-09,2022-10-14,Unknown,15.0,,Unknown,1000.0,0.0,Unknown,,7.0,,0.0,Mini Van,-10.0
12925,8699,Sita,Coimbatore,Bangalore,2022-11-16,2022-05-22,Sea,20.0,300.0,BlueDart,,2000.0,Cancelled,,6.0,NaN,3.0,Mini Van,25.0
12926,14655,,Mumbai,Mumbai,2021-11-06,2022-10-06,Air,10.0,,ABC Logistics,1000.0,,Unknown,,2.0,Wrong Item,5.0,,10.0
12927,6054,Aisha,Unknown,Bangalore,2021-01-16,2021-10-25,Road,-5.0,,Unknown,0.0,,Returned,0.0,5.0,Late,5.0,Mini Van,
12928,10744,Vikram,Delhi,Pune,2021-08-29,2023-03-23,Unknown,25.0,,Unknown,1500.0,,Delayed,,10.0,NaN,4.0,Truck,
12929,6900,NaN,Bangalore,Pune,2022-12-18,2021-05-10,Road,,150.0,DHL,500.0,0.0,Returned,,6.0,NULL,1.0,,20.0
12930,14649,Sita,Chennai,Hyderabad,2022-09-30,2022-05-24,,-5.0,50.0,Unknown,0.0,700.0,Delivered,1.0,8.0,NULL,1.0,Truck,
12931,11980,Vikram,,Pune,2021-07-08,2022-04-20,Air,25.0,200.0,Gati,200.0,1600.0,Unknown,0.0,9.0,Late,2.0,Container,25.0
12932,12069,Ram,Bangalore,Chennai,2022-05-21,2022-04-07,Sea,30.0,300.0,DHL,800.0,1600.0,Delayed,,5.0,Damaged,0.0,,15.0
12933,14591,Sita,Kolkata,Chennai,2021-05-20,2022-06-20,,20.0,-20.0,BlueDart,1000.0,0.0,Cancelled,0.0,-1.0,Late,3.0,Mini Van,10.0
12934,8415,Sita,Chennai,,2021-07-12,2023-05-10,Sea,0.0,,BlueDart,1000.0,300.0,Delayed,,7.0,Late,,Mini Van,25.0
12935,5442,Aisha,Chennai,Kolkata,2022-05-29,2021-01-21,,5.0,200.0,Gati,,300.0,Returned,0.0,4.0,Late,,Mini Van,-10.0
12936,11218,,,Delhi,2022-12-05,2022-09-01,Air,5.0,,FedEx,0.0,1200.0,In Transit,,10.0,NULL,5.0,Container,-10.0
12937,9652,Vikram,Mumbai,Kolkata,2021-11-19,2022-02-17,Road,25.0,400.0,,0.0,1200.0,,,-1.0,,0.0,Truck,10.0
12938,12939,NULL,,Kolkata,2023-03-08,2021-07-29,Sea,-5.0,150.0,Gati,1000.0,1600.0,Returned,1.0,5.0,Damaged,0.0,Mini Van,30.0
12939,12833,Sita,Delhi,Chennai,2021-09-17,2022-03-06,Air,10.0,-20.0,Gati,-100.0,0.0,Returned,0.0,1.0,Damaged,,Unknown,20.0
12940,14370,Sita,Pune,Delhi,2021-06-30,2021-04-02,Sea,15.0,400.0,ABC Logistics,500.0,1600.0,Unknown,,3.0,Damaged,3.0,Bike,20.0
12941,12597,Aisha,Chennai,,2023-04-07,2021-05-10,Air,0.0,400.0,,1500.0,300.0,Unknown,1.0,2.0,Wrong Item,2.0,Unknown,30.0
12942,9458,Aisha,Kolkata,Mumbai,2021-08-02,2023-01-27,,25.0,150.0,Unknown,500.0,0.0,In Transit,1.0,6.0,NaN,0.0,Mini Van,20.0
12943,11591,,Coimbatore,Hyderabad,2023-05-30,2023-05-11,Air,15.0,50.0,FedEx,1000.0,2000.0,,0.0,9.0,Late,4.0,,20.0
12944,14449,Vikram,Chennai,Chennai,2021-07-11,2023-03-14,,30.0,-20.0,DHL,,2000.0,Cancelled,0.0,10.0,,2.0,,
12945,7309,Ram,,Bangalore,2022-10-26,2022-05-17,Road,30.0,400.0,,200.0,,,1.0,3.0,,1.0,Bike,-10.0
12946,11268,NULL,Hyderabad,Hyderabad,2021-05-26,2022-02-14,,25.0,300.0,FedEx,1000.0,300.0,Unknown,0.0,-1.0,Wrong Item,0.0,Container,30.0
12947,5910,,Chennai,Mumbai,2023-05-06,2022-02-04,Rail,25.0,,Gati,200.0,0.0,Cancelled,0.0,,NULL,4.0,,15.0
12948,9340,NaN,Chennai,Pune,2022-10-11,2022-11-27,Road,30.0,150.0,Gati,,1200.0,Delayed,0.0,-1.0,Wrong Item,5.0,Container,
12949,9009,Ram,Kolkata,Kolkata,2022-03-27,2023-03-17,Unknown,10.0,150.0,Gati,200.0,1200.0,Returned,,2.0,Wrong Item,2.0,Container,20.0
12950,11628,John,Kolkata,Coimbatore,2022-08-21,2022-05-05,Unknown,30.0,,Gati,1000.0,2000.0,Delayed,0.0,2.0,Late,3.0,Bike,15.0
12951,7169,Sita,Chennai,,2021-06-05,2023-03-23,Air,10.0,200.0,Gati,1000.0,1600.0,In Transit,0.0,6.0,NULL,3.0,,10.0
12952,7172,Vikram,Hyderabad,Kolkata,2023-05-04,2021-04-09,Air,15.0,100.0,,200.0,300.0,Delivered,1.0,10.0,NaN,1.0,Unknown,10.0
12953,10668,,Pune,Pune,2021-12-24,2021-06-29,Rail,10.0,-20.0,Unknown,500.0,,Unknown,1.0,6.0,NaN,1.0,Mini Van,-10.0
12954,11313,Sita,Unknown,Mumbai,2023-02-23,2021-03-24,Air,5.0,400.0,,500.0,,Cancelled,1.0,5.0,Wrong Item,,Unknown,20.0
12955,13315,Vikram,Hyderabad,Bangalore,2022-09-02,2022-03-13,Road,5.0,300.0,Unknown,,1600.0,In Transit,0.0,9.0,NaN,1.0,Unknown,10.0
12956,13036,Vikram,Hyderabad,,2022-12-23,2022-09-05,Road,-5.0,50.0,,500.0,1200.0,Cancelled,0.0,7.0,,0.0,Unknown,30.0
12957,11789,Vikram,Hyderabad,,2022-06-17,2021-02-28,,20.0,400.0,FedEx,0.0,2000.0,Delayed,1.0,7.0,Late,0.0,Container,20.0
12958,5785,Sita,Pune,Mumbai,2021-10-10,2021-07-02,Sea,25.0,,Gati,800.0,1600.0,Delivered,1.0,,NaN,0.0,Container,30.0
12959,11139,,Mumbai,Hyderabad,2022-03-04,2021-04-09,Air,,50.0,BlueDart,200.0,1200.0,Unknown,,1.0,NULL,0.0,,-10.0
12960,11344,NULL,Mumbai,Unknown,2022-02-15,2022-09-20,Rail,10.0,200.0,,800.0,1200.0,,,10.0,,1.0,,15.0
12961,7416,Aisha,Hyderabad,Kolkata,2022-01-03,2023-01-10,Unknown,-5.0,400.0,BlueDart,800.0,0.0,Returned,,10.0,Damaged,5.0,Unknown,25.0
12962,13988,Sita,Unknown,Hyderabad,2021-06-20,2021-05-31,Road,20.0,50.0,ABC Logistics,0.0,,,0.0,2.0,Late,4.0,Bike,25.0
12963,9154,NaN,,Chennai,2022-09-05,2022-09-26,Road,5.0,400.0,DHL,200.0,1200.0,Cancelled,0.0,-1.0,,,Truck,
12964,10619,Vikram,Bangalore,Mumbai,2023-03-27,2021-08-17,Road,0.0,150.0,,800.0,1600.0,Returned,1.0,3.0,Wrong Item,1.0,Unknown,-10.0
12965,6936,,Mumbai,Chennai,2022-06-08,2022-10-08,Sea,20.0,400.0,BlueDart,,700.0,Unknown,,5.0,Wrong Item,2.0,Unknown,20.0
12966,8807,NULL,Coimbatore,Bangalore,2022-07-15,2023-06-10,Sea,,300.0,ABC Logistics,,2000.0,Delayed,0.0,,Late,5.0,Truck,-10.0
12967,12151,John,Kolkata,Hyderabad,2021-03-31,2021-06-25,Air,15.0,400.0,FedEx,200.0,1200.0,Cancelled,,-1.0,NULL,4.0,Truck,30.0
12968,14493,NaN,Pune,Coimbatore,2022-12-20,2022-08-28,Unknown,-5.0,50.0,DHL,1500.0,1600.0,,,4.0,Wrong Item,5.0,Container,25.0
12969,8236,Ram,Pune,Unknown,2021-06-24,2022-04-15,Rail,25.0,300.0,Unknown,1500.0,,Delayed,0.0,8.0,,3.0,Bike,20.0
12970,7352,NaN,Bangalore,Mumbai,2023-04-20,2022-03-22,Sea,25.0,50.0,Gati,-100.0,300.0,Returned,,,Damaged,5.0,Truck,-10.0
12971,6932,Vikram,Mumbai,Mumbai,2021-05-31,2023-04-23,,15.0,-20.0,,0.0,,Delayed,1.0,4.0,NULL,,Unknown,
12972,13556,John,Unknown,Unknown,2021-05-19,2022-10-05,Sea,-5.0,,,200.0,0.0,Unknown,1.0,6.0,Late,0.0,,-10.0
12973,9916,Aisha,Unknown,,2021-07-05,2021-05-23,Road,15.0,,Gati,200.0,2000.0,Unknown,0.0,9.0,Wrong Item,5.0,Unknown,25.0
12974,10498,NULL,Kolkata,Pune,2022-06-04,2023-06-13,Rail,10.0,100.0,Unknown,200.0,300.0,Unknown,,2.0,NULL,3.0,Container,-10.0
12975,5946,NULL,Hyderabad,Bangalore,2021-06-12,2021-08-06,Air,-5.0,100.0,FedEx,500.0,300.0,Unknown,1.0,8.0,Damaged,3.0,Container,
12976,14569,Vikram,,Hyderabad,2021-06-27,2021-08-18,Sea,-5.0,300.0,DHL,200.0,,Unknown,,-1.0,NULL,3.0,Unknown,25.0
12977,6439,NaN,Mumbai,Mumbai,2021-05-24,2021-10-27,Road,20.0,,,,1600.0,Delayed,1.0,5.0,NULL,,,10.0
12978,12730,NaN,Unknown,Mumbai,2022-03-12,2022-11-22,,20.0,100.0,BlueDart,,,Delayed,1.0,10.0,Late,,Bike,-10.0
12979,9857,NULL,Bangalore,Unknown,2021-09-05,2022-01-27,,30.0,100.0,Unknown,1000.0,700.0,In Transit,,6.0,Damaged,5.0,Bike,-10.0
12980,5340,John,Kolkata,Coimbatore,2022-01-18,2022-03-14,Air,-5.0,150.0,DHL,1500.0,1600.0,In Transit,0.0,3.0,Damaged,3.0,Truck,-10.0
12981,5382,Vikram,Chennai,Unknown,2021-12-01,2021-08-23,Air,0.0,50.0,ABC Logistics,-100.0,1600.0,Cancelled,0.0,8.0,NULL,1.0,,20.0
12982,14748,Sita,Kolkata,Unknown,2021-01-13,2021-04-07,Sea,15.0,100.0,Unknown,1500.0,2000.0,Delayed,0.0,2.0,Wrong Item,2.0,Mini Van,
12983,13491,,Unknown,Kolkata,2022-05-01,2023-05-02,Air,30.0,300.0,,0.0,0.0,,,1.0,NULL,0.0,Bike,
12984,5138,John,Chennai,Hyderabad,2022-10-18,2022-05-20,Unknown,,150.0,FedEx,200.0,0.0,Delayed,,,,2.0,Truck,25.0
12985,5358,,Coimbatore,,2021-06-08,2023-03-09,Unknown,30.0,,Unknown,1500.0,1600.0,Unknown,,-1.0,Wrong Item,0.0,Container,
12986,9931,Sita,Delhi,Unknown,2022-09-24,2021-12-03,Road,15.0,100.0,BlueDart,200.0,2000.0,Delayed,0.0,1.0,Late,3.0,Bike,20.0
12987,14714,Sita,Kolkata,Coimbatore,2021-06-08,2023-03-23,Road,-5.0,400.0,DHL,200.0,1200.0,In Transit,,8.0,Damaged,4.0,Mini Van,10.0
12988,8456,,Bangalore,,2021-09-29,2022-12-29,Road,20.0,,Unknown,1500.0,2000.0,Returned,0.0,2.0,NaN,0.0,Container,20.0
12989,6627,John,Bangalore,Delhi,2022-07-23,2021-03-19,Unknown,10.0,300.0,DHL,1500.0,0.0,Delayed,1.0,5.0,Wrong Item,5.0,Container,-10.0
12990,14495,,,Hyderabad,2023-03-01,2021-07-13,Sea,-5.0,50.0,BlueDart,1000.0,1600.0,Unknown,0.0,2.0,Late,2.0,,10.0
12991,11626,,Hyderabad,Mumbai,2022-08-28,2021-01-01,Sea,15.0,-20.0,ABC Logistics,0.0,1200.0,Delivered,0.0,,NULL,,,-10.0
12992,10004,Ram,Kolkata,Delhi,2023-01-25,2022-10-12,Air,30.0,,ABC Logistics,-100.0,1200.0,Cancelled,0.0,4.0,Late,,Unknown,25.0
12993,14326,John,Unknown,,2021-11-27,2023-05-13,Sea,25.0,400.0,Unknown,800.0,700.0,In Transit,,9.0,,0.0,Bike,
12994,11652,NaN,Delhi,,2022-02-20,2022-07-30,Road,10.0,,DHL,1000.0,,Returned,0.0,2.0,NaN,1.0,Mini Van,
12995,11416,NaN,Mumbai,Hyderabad,2023-04-10,2023-06-01,Rail,5.0,100.0,Gati,1000.0,1600.0,Unknown,1.0,4.0,Late,4.0,,25.0
12996,8170,Ram,Unknown,Pune,2023-01-05,2021-10-28,Road,-5.0,300.0,BlueDart,1500.0,300.0,Delivered,1.0,10.0,NaN,4.0,Truck,25.0
12997,8835,Vikram,Bangalore,Kolkata,2022-05-19,2022-10-07,Unknown,15.0,400.0,,-100.0,,Delayed,1.0,5.0,NaN,1.0,Container,10.0
12998,13017,NULL,Coimbatore,Mumbai,2021-02-19,2023-01-23,Rail,,-20.0,Unknown,0.0,1600.0,,1.0,10.0,Wrong Item,5.0,Truck,15.0
12999,7151,NaN,Unknown,Delhi,2021-09-23,2023-02-27,Air,-5.0,300.0,ABC Logistics,,300.0,,1.0,10.0,Damaged,5.0,Container,10.0
13000,14429,,Pune,Unknown,2021-09-30,2022-11-09,,-5.0,200.0,,0.0,,In Transit,1.0,5.0,Wrong Item,3.0,Truck,10.0
13001,11905,Vikram,Bangalore,Bangalore,2021-10-04,2022-09-05,Sea,30.0,,ABC Logistics,1000.0,0.0,Delayed,0.0,-1.0,Wrong Item,0.0,Container,-10.0
13002,7834,NaN,Kolkata,Pune,2022-02-19,2022-02-10,Sea,0.0,400.0,ABC Logistics,,700.0,Cancelled,,-1.0,Damaged,1.0,,
13003,14190,John,Coimbatore,Mumbai,2023-02-27,2023-05-09,Unknown,-5.0,300.0,FedEx,1500.0,1600.0,In Transit,,5.0,,1.0,Truck,30.0
13004,7567,,Pune,Bangalore,2023-06-08,2022-06-06,Road,15.0,400.0,Unknown,500.0,,Delivered,1.0,10.0,Wrong Item,,Bike,25.0
13005,6307,NULL,Chennai,Kolkata,2021-08-19,2021-08-03,Road,30.0,200.0,,200.0,700.0,,0.0,10.0,Damaged,0.0,Bike,25.0
13006,13848,Vikram,Delhi,Bangalore,2023-01-04,2021-11-01,Rail,25.0,50.0,Gati,800.0,300.0,Unknown,1.0,2.0,Damaged,1.0,Mini Van,-10.0
13007,7660,NaN,Bangalore,Unknown,2021-01-10,2022-12-22,Sea,,-20.0,ABC Logistics,,2000.0,Returned,1.0,8.0,Wrong Item,3.0,Mini Van,30.0
13008,8730,NaN,Kolkata,Bangalore,2021-07-25,2021-02-25,Unknown,,50.0,Gati,500.0,0.0,Returned,1.0,,NaN,2.0,Unknown,
13009,11207,Aisha,Pune,Pune,2023-03-26,2021-03-24,Air,-5.0,,DHL,,1600.0,Cancelled,1.0,5.0,Damaged,5.0,Mini Van,15.0
13010,8162,NaN,Pune,Chennai,2022-08-26,2022-09-13,Road,5.0,150.0,DHL,200.0,1200.0,Returned,,6.0,NaN,0.0,Truck,20.0
13011,6140,Sita,Hyderabad,Pune,2021-07-11,2023-05-07,Sea,30.0,400.0,FedEx,200.0,1200.0,Returned,,8.0,NULL,3.0,Container,25.0
13012,13458,,Pune,Unknown,2021-05-18,2022-02-05,,25.0,200.0,Gati,0.0,700.0,Unknown,0.0,8.0,Wrong Item,0.0,Unknown,25.0
13013,6708,NULL,Delhi,Delhi,2022-05-29,2021-07-14,Unknown,20.0,-20.0,BlueDart,800.0,0.0,Cancelled,0.0,10.0,NaN,0.0,Mini Van,10.0
13014,8630,Sita,Coimbatore,Chennai,2022-09-03,2021-05-21,Rail,5.0,300.0,FedEx,1000.0,2000.0,,1.0,7.0,,0.0,,15.0
13015,8211,Ram,Coimbatore,Kolkata,2023-02-16,2023-04-29,Road,20.0,150.0,ABC Logistics,200.0,1200.0,Delivered,,8.0,NULL,3.0,Bike,15.0
13016,11538,Vikram,Pune,Pune,2021-11-05,2021-02-10,Road,,400.0,DHL,800.0,1200.0,In Transit,1.0,10.0,,,Bike,
13017,14702,NaN,Kolkata,Chennai,2022-05-11,2021-08-05,Air,20.0,150.0,Unknown,,1600.0,,,,NaN,3.0,,15.0
13018,5475,Ram,Bangalore,,2023-06-19,2023-03-07,Road,5.0,-20.0,DHL,,1200.0,In Transit,,7.0,Wrong Item,,Bike,15.0
